tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
3.075000000000e+00,1.630765014111e-04,5.000000000000e+03,4.771198573705e+03,1.671899323501e-06,3.361262682631e-05,3.361262682631e-05,3.139992954409e-10,8.359496617504e-03,3.361262682631e-05
3.100000000000e+00,1.644023266259e-04,5.000000000000e+03,4.764331425870e+03,1.722078992418e-06,3.407761359123e-05,3.407761359123e-05,3.162824711908e-10,8.610394962092e-03,3.407761359123e-05
3.125000000000e+00,1.657281518406e-04,5.000000000000e+03,4.758163842620e+03,1.767146798285e-06,3.453462915373e-05,3.453462915373e-05,3.186253989741e-10,8.835733991426e-03,3.453462915373e-05
3.150000000000e+00,1.670539770553e-04,5.000000000000e+03,4.752726806226e+03,1.806876347256e-06,3.497979029638e-05,3.497979029638e-05,3.210210011951e-10,9.034381736280e-03,3.497979029638e-05
3.175000000000e+00,1.683798022700e-04,5.000000000000e+03,4.748053131575e+03,1.841027854145e-06,3.540966502584e-05,3.540966502584e-05,3.234618823452e-10,9.205139270724e-03,3.540966502584e-05
3.200000000000e+00,1.697056274848e-04,5.000000000000e+03,4.744176786849e+03,1.869353106439e-06,3.582131116171e-05,3.582131116171e-05,3.259403178289e-10,9.346765532193e-03,3.582131116171e-05
3.225000000000e+00,1.710314526995e-04,5.000000000000e+03,4.741132147346e+03,1.891600916724e-06,3.621229977227e-05,3.621229977227e-05,3.284482500205e-10,9.458004583622e-03,3.621229977227e-05
3.250000000000e+00,1.723572779142e-04,5.000000000000e+03,4.738953187784e+03,1.907523024715e-06,3.658072386817e-05,3.658072386817e-05,3.309772921443e-10,9.537615123576e-03,3.658072386817e-05
3.275000000000e+00,1.736831031289e-04,5.000000000000e+03,4.737672620753e+03,1.916880392751e-06,3.692519328315e-05,3.692519328315e-05,3.335187405027e-10,9.584401963755e-03,3.692519328315e-05
3.300000000000e+00,1.750089283437e-04,5.000000000000e+03,4.737320991597e+03,1.919449819684e-06,3.724481709964e-05,3.724481709964e-05,3.360635954720e-10,9.597249098420e-03,3.724481709964e-05
3.325000000000e+00,1.763347535584e-04,5.000000000000e+03,4.737925742729e+03,1.915030778140e-06,3.753917530267e-05,3.753917530267e-05,3.386025915646e-10,9.575153890699e-03,3.753917530267e-05
3.350000000000e+00,1.776605787731e-04,5.000000000000e+03,4.739510263111e+03,1.903452360135e-06,3.780828156295e-05,3.780828156295e-05,3.411262366987e-10,9.517261800674e-03,3.780828156295e-05
3.375000000000e+00,1.789864039878e-04,5.000000000000e+03,4.742092941264e+03,1.884580196934e-06,3.805253915941e-05,3.805253915941e-05,3.436248606430e-10,9.422900984669e-03,3.805253915941e-05
