tau,t_phys,p_inlet,p_outlet,q_outlet,w_center,w_monitor,volume,power,w_max_abs
9.200000000000e+00,4.879036790187e-04,0.000000000000e+00,2.283441368547e+00,-1.668557815018e-08,-1.176487342357e-07,-1.176487342357e-07,-3.492826586767e-10,-0.000000000000e+00,1.176487342357e-07
9.225000000000e+00,4.892295042334e-04,0.000000000000e+00,1.911359743112e+00,-1.396670079035e-08,-1.127038098980e-07,-1.127038098980e-07,-3.493011760807e-10,-0.000000000000e+00,1.127038098980e-07
9.250000000000e+00,4.905553294482e-04,0.000000000000e+00,1.524907258844e+00,-1.114281259405e-08,-1.073492384416e-07,-1.073492384416e-07,-3.493159495026e-10,-0.000000000000e+00,1.073492384416e-07
9.275000000000e+00,4.918811546629e-04,0.000000000000e+00,1.126473091721e+00,-8.231371764079e-09,-1.017004104276e-07,-1.017004104276e-07,-3.493268628629e-10,-0.000000000000e+00,1.017004104276e-07
9.300000000000e+00,4.932069798776e-04,0.000000000000e+00,7.187571710639e-01,-5.252107242158e-09,-9.586916973189e-08,-9.586916973189e-08,-3.493338262391e-10,-0.000000000000e+00,9.586916973189e-08
9.325000000000e+00,4.945328050923e-04,0.000000000000e+00,3.047257624190e-01,-2.226694143871e-09,-8.996194912977e-08,-8.996194912977e-08,-3.493367784463e-10,-0.000000000000e+00,8.996194912977e-08
9.350000000000e+00,4.958586303071e-04,0.000000000000e+00,-1.124379528481e-01,8.216073664669e-10,-8.407808062284e-08,-8.407808062284e-08,-3.493356891386e-10,0.000000000000e+00,8.409890169676e-08
9.375000000000e+00,4.971844555218e-04,0.000000000000e+00,-5.293872745440e-01,3.868342258656e-09,-7.830830722161e-08,-7.830830722161e-08,-3.493305603929e-10,0.000000000000e+00,7.940413343062e-08
9.400000000000e+00,4.985102807365e-04,0.000000000000e+00,-9.426682736915e-01,6.888271959609e-09,-7.273351799707e-08,-7.273351799707e-08,-3.493214277482e-10,0.000000000000e+00,7.594111319475e-08
9.425000000000e+00,4.998361059512e-04,0.000000000000e+00,-1.348777856208e+00,9.855798636649e-09,-6.742372305063e-08,-6.742372305063e-08,-3.493083606819e-10,0.000000000000e+00,7.308667727088e-08
9.450000000000e+00,5.011619311660e-04,0.000000000000e+00,-1.744222466264e+00,1.274539415508e-08,-6.243727974821e-08,-6.243727974821e-08,-3.492914625169e-10,0.000000000000e+00,7.053398223849e-08
9.475000000000e+00,5.024877563807e-04,0.000000000000e+00,-2.125576302238e+00,1.553202547422e-08,-5.782037623295e-08,-5.782037623295e-08,-3.492708697659e-10,0.000000000000e+00,6.804877394073e-08
9.500000000000e+00,5.038135815954e-04,0.000000000000e+00,-2.489537946107e+00,1.819156845005e-08,-5.360677298429e-08,-5.360677298429e-08,-3.492467509258e-10,0.000000000000e+00,6.556022348102e-08
9.525000000000e+00,5.051394068101e-04,0.000000000000e+00,-2.832984355385e+00,2.070120236548e-08,-4.981779812999e-08,-4.981779812999e-08,-3.492193047497e-10,0.000000000000e+00,6.294559557954e-08
9.550000000000e+00,5.064652320249e-04,0.000000000000e+00,-3.153021234169e+00,2.303977800200e-08,-4.646258743671e-08,-4.646258743671e-08,-3.491887580311e-10,0.000000000000e+00,6.021425387578e-08
9.575000000000e+00,5.077910572396e-04,0.000000000000e+00,-3.447028885111e+00,2.518815268949e-08,-4.353855548622e-08,-4.353855548622e-08,-3.491553629431e-10,0.000000000000e+00,5.731511210012e-08
9.600000000000e+00,5.091168824543e-04,0.000000000000e+00,-3.712702745256e+00,2.712948650999e-08,-4.103208055923e-08,-4.103208055923e-08,-3.491193939859e-10,0.000000000000e+00,5.426429994782e-08
9.625000000000e+00,5.104427076690e-04,0.000000000000e+00,-3.948087923679e+00,2.884949467139e-08,-3.891938225606e-08,-3.891938225606e-08,-3.490811445984e-10,0.000000000000e+00,5.106699539546e-08
9.650000000000e+00,5.117685328838e-04,0.000000000000e+00,-4.151607185256e+00,3.033665199055e-08,-3.716756792772e-08,-3.716756792772e-08,-3.490409235003e-10,0.000000000000e+00,4.774618659290e-08
9.675000000000e+00,5.130943580985e-04,0.000000000000e+00,-4.322081960098e+00,3.158234641364e-08,-3.573582160651e-08,-3.573582160651e-08,-3.489990508290e-10,0.000000000000e+00,4.435526799418e-08
9.700000000000e+00,5.144201833132e-04,0.000000000000e+00,-4.458746099485e+00,3.258097953358e-08,-3.457670733016e-08,-3.457670733016e-08,-3.489558541449e-10,0.000000000000e+00,4.095015643973e-08
9.725000000000e+00,5.157460085279e-04,0.000000000000e+00,-4.561252243559e+00,3.333001312008e-08,-3.363755755767e-08,-3.363755755767e-08,-3.489116643731e-10,0.000000000000e+00,3.761434300375e-08
9.750000000000e+00,5.170718337427e-04,0.000000000000e+00,-4.629670810727e+00,3.382996173497e-08,-3.286191677275e-08,-3.286191677275e-08,-3.488668117568e-10,0.000000000000e+00,3.454822418404e-08
9.775000000000e+00,5.183976589574e-04,0.000000000000e+00,-4.664481760756e+00,3.408433254352e-08,-3.219101034955e-08,-3.219101034955e-08,-3.488216218893e-10,0.000000000000e+00,3.228581739178e-08
9.800000000000e+00,5.197234841721e-04,0.000000000000e+00,-4.666559420092e+00,3.409951442982e-08,-3.156520928945e-08,-3.156520928945e-08,-3.487764118932e-10,0.000000000000e+00,3.156520928945e-08
9.825000000000e+00,5.210493093868e-04,0.000000000000e+00,-4.637150786262e+00,3.388461946259e-08,-3.092546249647e-08,-3.092546249647e-08,-3.487314868103e-10,0.000000000000e+00,3.092546249647e-08
9.850000000000e+00,5.223751346016e-04,0.000000000000e+00,-4.577847845958e+00,3.345128061772e-08,-3.021466980051e-08,-3.021466980051e-08,-3.486871362590e-10,0.000000000000e+00,3.021466980051e-08
9.875000000000e+00,5.237009598163e-04,0.000000000000e+00,-4.490554546211e+00,3.281341042977e-08,-2.937897091668e-08,-2.937897091668e-08,-3.486436314121e-10,0.000000000000e+00,2.937897091668e-08
9.900000000000e+00,5.250267850310e-04,0.000000000000e+00,-4.377449148065e+00,3.198692590253e-08,-2.836892789440e-08,-2.836892789440e-08,-3.486012223392e-10,0.000000000000e+00,2.836892789440e-08
9.925000000000e+00,5.263526102457e-04,0.000000000000e+00,-4.240942765824e+00,3.098944554667e-08,-2.714058130457e-08,-2.714058130457e-08,-3.485601357509e-10,0.000000000000e+00,2.714058130457e-08
9.950000000000e+00,5.276784354605e-04,0.000000000000e+00,-4.083634950963e+00,2.983996482225e-08,-2.565636337993e-08,-2.565636337993e-08,-3.485205731731e-10,0.000000000000e+00,2.565636337993e-08
9.975000000000e+00,5.290042606752e-04,0.000000000000e+00,-3.908267217476e+00,2.855851653878e-08,-2.388585450109e-08,-2.388585450109e-08,-3.484827095718e-10,0.000000000000e+00,2.388585450109e-08
1.000000000000e+01,5.303300858899e-04,0.000000000000e+00,-3.717675424297e+00,2.716582290378e-08,-2.180637274686e-08,-2.180637274686e-08,-3.484466924388e-10,0.000000000000e+00,2.180637274686e-08
1.002500000000e+01,5.316559111046e-04,0.000000000000e+00,-3.514741930556e+00,2.568294591129e-08,-1.940338964151e-08,-1.940338964151e-08,-3.484126413416e-10,0.000000000000e+00,1.940338964151e-08
1.005000000000e+01,5.329817363194e-04,0.000000000000e+00,-3.302348421185e+00,2.413094262887e-08,-1.667076867104e-08,-1.667076867104e-08,-3.483806479294e-10,0.000000000000e+00,1.667076867104e-08
1.007500000000e+01,5.343075615341e-04,0.000000000000e+00,-3.083330264644e+00,2.253053168003e-08,-1.361082654655e-08,-1.361082654655e-08,-3.483507763824e-10,0.000000000000e+00,1.361082654655e-08
1.010000000000e+01,5.356333867488e-04,0.000000000000e+00,-2.860433212389e+00,2.090177683829e-08,-1.023422050817e-08,-1.023422050817e-08,-3.483230642796e-10,0.000000000000e+00,1.310527697758e-08
1.012500000000e+01,5.369592119635e-04,0.000000000000e+00,-2.636273182700e+00,1.926379315934e-08,-6.559668132026e-09,-6.559668132026e-09,-3.482975238569e-10,0.000000000000e+00,1.459109386072e-08
1.015000000000e+01,5.382850371783e-04,0.000000000000e+00,-2.413299791382e+00,1.763448049228e-08,-2.613509076290e-09,-2.613509076290e-09,-3.482741436180e-10,0.000000000000e+00,1.593407758390e-08
